american Airlines,“No customer service”," I had two flights booked between St. Louis and Chicago to meet up with friends for a vacation flight out of Chicago. There was impending weather, snow. I changed my flight on February 12 in the evening to 3:10 in the afternoon in order to get to Chicago in time for the next morning flight. I had to pay an additional $188 to change the flight. The flight was cancelled by the airline and I ended up on the same flight I was originally booked on! That flight was delayed but I did get to Chicago late Wednesday night. They refused to reimburse me for the extra amount paid for the cancelled flight! I should not have had to pay that fee when they cancelled the flight! On the way back to St. Louis there was potential weather. However, our flight from Mexico got into O'Hare with no problem. But my flight from Chicago to St. Louis had been delayed earlier that morning and there were no flights out of O'Hare (according the the RUDE American Airlines person) so I had to either sit in the airport for 13 hours or pay for a room - they refused to get me a room! They claimed weather as an excuse but there was no weather they had just tried to out-guess it and got it wrong. So I had to pay for a room, my bag again the next day because it couldn't be transferred, an extra day of parking and an extra day of care for my pet - $309! No customer service. Their supervisor was also uncaring and rude. I ended up falling on an escalator trying to get my bags around by myself due to them!!",Negative
american Airlines,“Someone has to be held accountable”," Overnight flight was delayed twice for not enough crew and then no crew. Still no guarantee it will take off. Had to buy blankets, $60, and kids sleeping on the disgustingly dirty floor. Trying to get to a family member before they pass. How can you stay in business with this poor customer service? Your company needs a major overhaul. Someone has to be held accountable. ",Negative
american Airlines,"""forced us to give up the luggage""","   Horrible experience. The online check-in didn’t work and the airport check-in experience was super complicated and took 1.5h so we almost missed our flight. My partner & I were assigned separate seats even though we were on the same booking. The agents there were very accommodating and were doing their best given the system restrictions. Apparently, the system didn’t recognize that we were only transiting in India and needed us to submit a visa for India which is not needed for transit. The agents specifically told us that it’s good that we didn’t bring checked luggage because we cannot leave the transit area. The agents at the gate forced us to give up the luggage under the premise that we would receive them directly when we exit the plane. There was lots of space on the plane to put carry-on luggage. Upon arrival, of course, our luggage was not there and the New Delhi staff told us we needed to pick up the luggage at the belt. So now, we can‘t receive the luggage and have been stuck at the airport for 2h at this point and missed our connecting flight while they‘re trying to figure out the situation. Also, our initial AA flight was 2h delayed as well. No food vouchers or any other compensation offered. Better communication and coordination among their teams would be appreciated for an airline that calls itself American Airlines.",Negative
american Airlines,"""no desire to fly with them again""","   My wife and I had a 1-stop flight from DFW to St Thomas, with a connecting flight out of Miami. Both flights, DFW to Miami and Miami to St Thomas were through American Airlines. Out flight from DFW to Miami was delayed by 2 hours due to mechanical failure, and all passengers were put on a different plane. The new flight landed in Miami 10 minutes before our connecting flight (Miami to St Thomas) took off, but American couldn't delay their flight 5 minutes to allow 9 passengers to make the last connecting flight out of St Thomas. So basically, we were stuck in Miami for the night and were booked on the first flight (8:30 am) the next morning. We were offered a hotel voucher at a cheap airport hotel; which was a far cry from the beach front resort that we had purchased (priced by the hotel at $620/night). My wife and I also had checked the bags with all of our clothes, so we didn't have a change of clothes until we reached our destination (St Thomas). On the next day we reached arrived at our gate early, but were told that our flight had been delayed due to weather and that we would be flying out 7 hours later. We later found out that this was a lie, and that really the cause for delay was that an emergency landing had been made on St Thomas' only landing strip, and that an hour and a half cleanup of the landing strip was required. All other airlines resumed flights within 2 hours. So, we spent another 7 hours in the airport waiting for our flight. All-in we spent 24 hours stuck in Miami without a change of clothes, most of it spent in the airport, when a 5-miute delay of one flight (that was on time) could have solved their own failure entirely. American Airlines' first attempt at compensation was to offer my wife and I 2500 aa points each. If you figure those points are worth about $0.01, then the total value of their compensation was $50 = 2 x 0.01 x 2500. After writing them an email explaining that I am prepared to take them to small claims court, they offered me and my wife each $100 travel vouchers. After I denied again, they offered us each $150 travel vouchers. After I denied again, they apologized but said there was no other offer. I also asked how much money American made on the sale of our seats, and they said the representative said he didn't know. Basically, American Airlines believes they are entitled to screw you over and doesn't care to compensate you for damages whatsoever. Not only that, everyone of their agents (rebooking/gate) are entitled and have a terrible attitude. Personally, I have no desire to fly with them again as any trust in this company's capacity to conduct honest business has been eviscerated.",Positive
american Airlines,"""delays, maintenance, forced rebooking"" ","  American airlines is the only carrier that supports flights into Yuma, AZ, and with my employer always booking work trips with them, and my family needing to use them out of Yuma, we unfortunately fly with them everytime. There is an issue with delays, maintenance, forced rebooking, sitting on the taxiway both prior to takeoff and after, at least 80% of the time. It is not an exaggeration. It's mind blowing how they are never held accountable for terrible service and especially at the prices they charge. Too many times I've found myself in a dead sprint in the airport (Phoenix, Charlotte, Dallas, Philidelphia) trying to make my gate because of this poorly run business.",Negative
american Airlines,"""detached from their customers""","   Seat Comfort was excellent. Legroom was excellent. The hard product is very good. The soft product is abysmal and food is unacceptable. Communication is poor. The staff is truly detached from their customers. Not just the flight attendants, but the gate agents and counter personnel. It seems like they don’t want to be at their job jobs. So detached that when we landed in Madrid, the purser welcomed us to Paris, France. I almost always fly British Airways. This time a segment was on American. Never again.",Negative
hawaiian airlines,"""just how far Hawaiian has fallen""","   For 20+ years I've been flying Hawaiian Airlines both from West Coast cities to the islands, and to the South Pacific on international routes. While some of their planes have traditionally been older, the service at the airport and onboard always differentiated the airlines. We recently flew first class round trip from PHX to OGG via HNL on the new 787s. Wonderful hard product, for certain that is now fully competitive with what other airlines offer on International service. But the soft product (customer service, food, beverage, etc.) is now awful. From the check-in experience, to the lounges to the in-flight service, it feels like no one wants to work at the airline anymore or cares about customers. It surprised my wife and I just how far Hawaiian has fallen in such a short time of being taken over by Alaska. I am always happy to pay for great service -- and thus I book and pay for full first class fares. But never again on this airline; it just isn't worth it.",Negative
hawaiian airlines,“catering on this flight was appalling”," The catering on this flight was appalling and an embarrassment to the airline. The passenger seated beside me and I both chose the pork belly as the main dish on the recommendation of the flight attendant. The salad entrée was a tiny portion and the ingredients bizarre. The main course looked terrible and tasted worse. The pork was fatty, grey in colour and over salted, the rice congealed and the broccoli cold. The red wine was served ice cold. The decision to serve prosecco rather than French Champagne given the flight experience is targeting holiday makers is baffling. The only snacks available were potato crisps and crackers. There was no choice with the pre-arrival meal and like the one on departure was inedible. The passenger beside me and I were never given a choice but simply given a ridiculous plate of roasted pumpkin with melted cheese.",Negative
hawaiian airlines,“Horrible experience with long lines”, Long lines and horrible if you are flying international using Hawaiian. Its even worse if you have to book a partner airline such as Japan Airlines. Horrible experience with long lines since you can't use the kiosk to check in your bag. If you plan on going to Japan I recommend a different airline because it was the worse experience I've had traveling internationally. The clunky website didn't allow me to select or change my seats and consistently just crashed. I had to go through Japan Airlines for a connecting flight to Okinawa. See picture below on the lines for checking in at HNL (Honolulu) and also for HND (Tokyo).,Negative
hawaiian airlines,"""basically nonexistent customer service""","   Short story, zippers were torn completely off of my bag and all of my stuff came out onto the carousel in an open plastic bin. Have yet to get help or compensation from Hawaiian. Still trying to figure out if stuff is missing.  Hawaiians online customer service told me to contact Hawaiian through email about the bag, but I never heard back. Reached out 3 times. Eventually had to call and wait to speak to someone. Rep initially is unable to give me any info or answer any questions. Says they'll get back to me eventually and that they’re currently dealing with claims in October (it’s Jan 6th) and they weren’t sure how long the wait would be. Rep says I need to send photos which I had. They repeatedly accuse me of not sending photos or sending in the wrong format but eventually, suddenly sees them in my first email  and tell me it’s an issue with the bag. Not sure how two intact working zippers get torn completely from a bag during the flight and it’s a me and my bags problem. Rude, slow, unhelpful basically nonexistent customer service and the flight wasn’t great either. Highly recommend avoiding if you can",Negative
hawaiian airlines,"""real bad both ways""","   Our recent November flight from LAX to LIH was real bad both ways. Paid for upgraded seats and were forced to deal with uncomfortable jump seats. When we complained the attendants got really hostile with us, and we thought they were going to remove us from the aircraft, so we shut up and put up. The flight attendants were cocky and rude. This fact was shared with us onboard, ""we're all real nervous about our benefits and seniority with the upcoming merger with Alaska Airlines"", (this explains the hostility directed at customers), direct from an attendant sitting beside me in a jump seat. LAX to LIH was just as bad. Hawaiian Airlines doesn't event bother with airport terminal location signage at drop off points. The walk to the actual gate takes 30 minutes, with no prior warning. Its amazing this alone doesn't delay every flight. Won't be taking Hawaiian Airlines flight anywhere, anytime, good luck with salvaging anything after a merger. ",Negative
hawaiian airlines,"""I'm done with this airline""","   Thought we scored with purchasing their gift cards that were discounted online but when we used them to purchase flights and later had to make changes the nightmare began. One would expect you would just receive the credits into your account to be used immediately to purchase different flights right? Nope, this ain't like Southwest. This process dragged on for months over numerous hours on the phone trying to change my flights and trying to talk to numerous managers. No one on phone had a clue on what the process is. I had to record every conversation and kept waiting for someone who knew to call me back. They never called me back so when I called again they told me the same thing. You won't believe how many times I had to listen to those 3 ""Na Leo"" Hawaiian songs on loop for their phone on-hold music. Eventually months later someone got back to me and able to change my flights. I'm done with this airline, even if they discounted their gift cards 50%.",Negative
hawaiian airlines,"""complete lack of help""","   Unfortunately, I booked this flight as a back up after a separate connecting flight got cancelled. While booking this flight online, the price changed from $380 to $500, this was my first issue. Today my connecting flight was further pushed back, so I had called to see if I can get on another flight. Hawaiian's affiliation with Alaskan airlines gave me confidence that this would not be a problem. To my dismay the assistance through this airline was no where near the level of Alaskan airlines, and I was basically told to throw away $500, from 3 different customer service representatives. Thanks for a sketchy booking and complete lack of help. I would not touch their services again with a 10 foot pole.",Negative
hawaiian airlines,"""worst customer service ever""","   It is unbelievable how Hawaiian airlines tries to search for a mistake I might have made, not even mentioning their behavior which is packed full off lies, mistakes, misbehavior and unprofessional handling of problems and not keeping any correct records. They were using the wrong document and not answering when I reported directly at the airport after arrival my damaged suitcase. When I was asking in January they had no case and I had to submit the document that was wrong chosen and filled out by their colleague and had to resend online as they did not have any documentation. Then they asked me to send in better resolution what I did on the 21st of Jan, and with excuses because of their again delayed answer I got mail on the 17th of Feb and answered on the 20th of Feb and them company confirmed that hey received my mail , that seemed to be disappeared by their records again, blaming me I have a mail issue, even though they confirmed receivement. Then after ages of trying getting you them on the phone, they say I did not send on the 20th. Then I had to contact another address, starting from scratch with the whole story and upload proof of answer on 20th of Feb and their confirmation mail. Then they say I did not claim directly after arrival.  This kept on going back and forth until I was fed up by their resilience and ignorance and lies. What a poor evidence of worst customer service ever and avoidance of replacing what was damaged. Not Aloa just Adé and never again!!!",Negative
hawaiian airlines,"""a terrible experience""","   My family and I had a terrible experience on Flight HA459 from Honolulu to Seoul in October 2024. We paid $1800 per person for a one-way business class ticket, but my mother’s seat was broken—it was stuck in a partially reclined position and couldn’t be adjusted upright. She couldn’t sit properly for the entire 10-hour flight, and since the seat couldn’t fully recline either, she couldn’t lie down to rest. Imagine trying to sit in a plane for 10 hours, with the seat constantly shaking from turbulence, and no back support. My mother had to rely entirely on her core strength just to stay upright. It was physically exhausting and incredibly uncomfortable, leaving her with back pain after the flight. The flight attendants tried to fix the seat, but nothing worked. To make matters worse, a Korean-speaking flight attendant assured us we would be refunded for the broken seat, but after the flight, Hawaiian Airlines refused to offer any cash compensation. Instead, they gave us a useless travel voucher that expires in a year, despite us not having any travel plans within that time. It feels like the flight attendant deliberately lied to us just to avoid further complaints during the flight. This left us feeling deceived and extremely frustrated, adding insult to injury after such a terrible experience. Even worse, despite me being the one who suffered, they acted as if they were doing me a favor by throwing a voucher my way, which made the whole situation even more infuriating. Given the poor service, broken seat, and deceptive promises, I strongly advise against choosing Hawaiian Airlines, especially in business class. You’re paying for premium, but they’ll leave you with only frustration.",Negative
hawaiian airlines,"""I will no longer fly Hawaiian""","  I normally travel Hawaiian Airlines from Sydney Australia to Honolulu, flying in the main cabin but Comfort Plus and always had great experiences. Went to book today to find out that all the niceties related to Hawaiian have been removed. ie no more 2 suitcases and additional fees ($100+) if your bag is over 23kg, Not even blankets, even on an overnight flight and other small but important things to the traveler. I was always happy to pay the premium price to fly with this airline but after looking at the options, such as Jetstar, unfortunately I will no longer fly Hawaiian, even with the Jetstar add ons. Sad but true. Plus, they used to fly direct from Brisbane, which made a difference to us with me being disabled but again no more. I think Ozzie’s will end up waking up unfortunately after they book, thinking they had the same benefits but alas no more. ",Positive
southwest airlines,"""friendly flight crew""","   On time departure and arrival for all 4 flights. Flights were relatively smooth. Aircraft clean with friendly flight crew providing the usual no frills service. IFE worked flawlessly with a good selection of movies. DAL-HOU, CUN-BNA and BNA-DAL were on B737-700 aircraft. This type of aircraft has no power ports to charge personal devices. Further there are no trays in the armrest in row 1. HOU-CUN was B737-MAX8. This is a gorgeous aircraft with large overhead bins and mood lighting.",Positive
southwest airlines,"“a horrible, and preventable experience”","  The flight, plane, boarding was OK. The flight departed Denver at 5:45Pm. After we took off, the flight attendants came and handed out the usual crackers. I asked the attendant for water or drinks. She never came back, and I noticed NO drinks were handed out. This was a 2 hr 24 minute fight. To me, that was, a horrible, and preventable experience. Hydration is one of basic comfort and health. I felt unusually dry. I saw no reason for this. The flight wasn't full.",Negative
southwest airlines,"""10/10, would recommend"""," I flew round-trip to visit family for Christmas week. On the outbound leg, all the flight attendants were decked out in their fanciest, tackiest holiday finery. We even had the Grinch try to run down the jetway at LaGuardia! Plentiful snacks, and the WiFi worked well enough for the in-flight entertainment (bring your own device for that). I was also able to use the WiFi to track my luggage through the Southwest website. The best part is, unlike other airlines, one can check up to two bags for free (very important when you're bringing NYC goodies to Brooklyn expats). Flights took off on time and arrived on time (the outbound to SMF arrived early, in fact, so early we had to wait for a gate). Ten out of ten, would recommend.",Negative
southwest airlines,"""poor customer service""","  I get it. Weather is beyond technology control. However, SWA was just horrible today. Delay started before we even arrived at the airport. We sat at the gate through at least 4 delays. Not once did SWA made an announcement. Even when we finally started boarding there was no advance notice. When I inquired at the counter the staff said they don’t know and staff at the gate would make an announcement. Gotta love how they deflect and play the “not me” card. Poor communications and poor customer service. SWA, you can do better.",Negative
southwest airlines,"""never again fly Southwest""","   Never Again. It's ""open seating"" you can squeeze in somewhere in the middle if you have kids 10 and under. Never heard of this. Far less amenities than any other flight (American, Alaska, United, etc.) No chargers, no food, and the ""open seating concept"" when families are involved is insane to me. I will never again fly Southwest. I've been hearing their end is near and I can see why.",Positive
southwest airlines,“You will be sorry”," They separate you from your companion and also from your luggage, even though customer service indicates that they are supposed to seat you together. Boarding seems like a ranch where the cattle have been released. Also, cabin toilet was very dirty. Do not engage. You will be sorry.",Negative
southwest airlines,"""customer service outside of flights not good"""," I have a Southwest Rapid Rewards credit card. We also have vouchers because of canceled flights during which they provided no hotels for my stranded wife. Regardless, as I wish to upgrade my seating Southwest refuses to take their own points, can't confirm existence of vouchers, and won't apply vouchers to flight upgrades anyway. I quit using my Southwest card 18 months ago because of how unaccommodating Southwest is. But I have all these remaining points, and I can't give them away. Southwest runs a good flight, but their customer service outside of their flights is not good.",Positive
southwest airlines,"""Clean aircraft and friendly flight crew"" ","   Uneventful flight with on time departure and arrival. Usual Southwest no-frill service. Clean aircraft and friendly flight crew. In Flight Entertainment was easy to log on and watch live TV (NFL football). Unusual for this particular aircraft, the overhead cabins were not as large as other 737-800 aircraft,",Positive
southwest airlines,"""a whole row to myself"" ","   Same plane on both DAL-DCA and DCA-PVD. Aircraft was very clean with the pleasant flight crew providing the usual no frills service. IFE worked flawlessly. There was a good selection of movies and live TV; however, there are no power ports to charge personal devices at the seats (iPhones or iPads). An added bonus on the connecting flight to PVD - I got a whole row to myself which is a rarity nowadays.",Negative
southwest airlines,"""Very friendly staff"" ",   Great airline! Very friendly staff. Flown with this airline around 28 times and never had a bad experience only 5 of my flights have Been delayed and none cancelled.,Negative
southwest airlines,"""friendly flight crew""","   On time departure and arrival for all 4 flights. Flights were relatively smooth. Aircraft clean with friendly flight crew providing the usual no frills service. IFE worked flawlessly with a good selection of movies. DAL-HOU, CUN-BNA and BNA-DAL were on B737-700 aircraft. This type of aircraft has no power ports to charge personal devices. Further there are no trays in the armrest in row 1. HOU-CUN was B737-MAX8. This is a gorgeous aircraft with large overhead bins and mood lighting.",Positive
